,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,participant,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType,leftRight,flipper,newCorrect
25,far_left,Home,left,0.0,3.0,0.0,38638936,right,0.0,1.0500000000000114,Navigation,Far,Absolute,Left,flipper,1.0
26,near_left,Home,left,0.0,4.0,2.0,38638936,left,1.0,0.4830000000000041,Navigation,Near,Absolute,Left,flipper,1.0
27,far_right,Home,right,0.0,5.0,1.0,38638936,left,0.0,0.75,Navigation,Far,Absolute,Right,flipper,1.0
28,near_right,Home,right,0.0,6.0,3.0,38638936,right,1.0,0.5999999999999943,Navigation,Near,Absolute,Right,flipper,1.0
29,near_right,Left,left,0.0,7.0,11.0,38638936,left,1.0,0.5829999999999984,Navigation,Near,Relative,Right,flipper,1.0
30,near_right,Away,left,0.0,8.0,7.0,38638936,right,0.0,0.717000000000013,Navigation,Near,Absolute,Right,flipper,0.0
31,near_left,Left,left,0.0,9.0,10.0,38638936,left,1.0,0.6839999999999975,Navigation,Near,Relative,Left,flipper,1.0
32,far_right,Away,left,0.0,10.0,5.0,38638936,right,0.0,0.9679999999999892,Navigation,Far,Absolute,Right,flipper,1.0
33,far_left,Left,right,0.0,11.0,8.0,38638936,right,1.0,0.9509999999999934,Navigation,Far,Relative,Left,flipper,1.0
34,far_left,Right,left,0.0,12.0,12.0,38638936,left,1.0,0.617999999999995,Navigation,Far,Relative,Left,flipper,1.0
35,far_right,Left,right,0.0,13.0,9.0,38638936,right,1.0,0.6510000000000105,Navigation,Far,Relative,Right,flipper,1.0
36,near_left,Away,right,0.0,14.0,6.0,38638936,right,1.0,0.6670000000000016,Navigation,Near,Absolute,Left,flipper,1.0
37,near_left,Right,right,0.0,15.0,14.0,38638936,right,1.0,0.617999999999995,Navigation,Near,Relative,Left,flipper,1.0
38,near_right,Left,left,1.0,0.0,11.0,38638936,left,1.0,0.4329999999999927,Navigation,Near,Relative,Right,flipper,1.0
39,near_left,Home,left,1.0,1.0,2.0,38638936,left,1.0,0.7509999999999764,Navigation,Near,Absolute,Left,flipper,1.0
40,near_left,Left,left,1.0,2.0,10.0,38638936,left,1.0,0.6169999999999902,Navigation,Near,Relative,Left,flipper,1.0
41,far_left,Left,right,1.0,3.0,8.0,38638936,right,1.0,0.5670000000000073,Navigation,Far,Relative,Left,flipper,1.0
42,near_left,Right,right,1.0,4.0,14.0,38638936,right,1.0,0.5999999999999943,Navigation,Near,Relative,Left,flipper,1.0
43,near_left,Away,right,1.0,5.0,6.0,38638936,right,1.0,0.5339999999999918,Navigation,Near,Absolute,Left,flipper,1.0
44,far_left,Home,left,1.0,6.0,0.0,38638936,right,0.0,0.8179999999999836,Navigation,Far,Absolute,Left,flipper,1.0
45,near_right,Away,left,1.0,7.0,7.0,38638936,left,1.0,0.6170000000000186,Navigation,Near,Absolute,Right,flipper,1.0
46,near_right,Right,right,1.0,8.0,15.0,38638936,right,1.0,0.4170000000000016,Navigation,Near,Relative,Right,flipper,1.0
47,far_right,Right,left,1.0,9.0,13.0,38638936,left,1.0,0.6999999999999886,Navigation,Far,Relative,Right,flipper,1.0
48,far_left,Away,right,1.0,10.0,4.0,38638936,right,1.0,0.6659999999999968,Navigation,Far,Absolute,Left,flipper,0.0
49,far_right,Left,right,1.0,11.0,9.0,38638936,right,1.0,0.8170000000000073,Navigation,Far,Relative,Right,flipper,1.0
50,far_left,Right,left,1.0,12.0,12.0,38638936,left,1.0,0.8010000000000161,Navigation,Far,Relative,Left,flipper,1.0
51,far_right,Away,left,1.0,13.0,5.0,38638936,right,0.0,0.7180000000000177,Navigation,Far,Absolute,Right,flipper,1.0
52,far_right,Home,right,1.0,14.0,1.0,38638936,left,0.0,0.9500000000000172,Navigation,Far,Absolute,Right,flipper,1.0
53,near_right,Home,right,1.0,15.0,3.0,38638936,right,1.0,0.5670000000000073,Navigation,Near,Absolute,Right,flipper,1.0
54,near_left,Right,right,2.0,0.0,14.0,38638936,left,0.0,0.6339999999999861,Navigation,Near,Relative,Left,flipper,0.0
55,near_right,Right,right,2.0,1.0,15.0,38638936,right,1.0,0.6670000000000016,Navigation,Near,Relative,Right,flipper,1.0
56,near_right,Home,right,2.0,2.0,3.0,38638936,right,1.0,0.818000000000012,Navigation,Near,Absolute,Right,flipper,1.0
57,near_right,Left,left,2.0,3.0,11.0,38638936,left,1.0,0.650999999999982,Navigation,Near,Relative,Right,flipper,1.0
58,far_left,Right,left,2.0,4.0,12.0,38638936,left,1.0,1.016999999999996,Navigation,Far,Relative,Left,flipper,1.0
59,far_right,Right,left,2.0,5.0,13.0,38638936,right,0.0,0.7169999999999845,Navigation,Far,Relative,Right,flipper,0.0
60,near_left,Home,left,2.0,6.0,2.0,38638936,left,1.0,1.018000000000001,Navigation,Near,Absolute,Left,flipper,1.0
61,far_left,Home,left,2.0,7.0,0.0,38638936,right,0.0,0.6670000000000016,Navigation,Far,Absolute,Left,flipper,1.0
62,far_right,Away,left,2.0,8.0,5.0,38638936,right,0.0,0.9679999999999892,Navigation,Far,Absolute,Right,flipper,1.0
63,far_left,Away,right,2.0,9.0,4.0,38638936,right,1.0,0.6490000000000009,Navigation,Far,Absolute,Left,flipper,0.0
64,near_left,Away,right,2.0,10.0,6.0,38638936,right,1.0,0.6340000000000146,Navigation,Near,Absolute,Left,flipper,1.0
65,near_left,Left,left,2.0,11.0,10.0,38638936,left,1.0,0.8840000000000146,Navigation,Near,Relative,Left,flipper,1.0
66,far_left,Left,right,2.0,12.0,8.0,38638936,left,0.0,0.6170000000000186,Navigation,Far,Relative,Left,flipper,0.0
67,far_right,Home,right,2.0,13.0,1.0,38638936,right,1.0,1.2510000000000048,Navigation,Far,Absolute,Right,flipper,0.0
68,near_right,Away,left,2.0,14.0,7.0,38638936,left,1.0,0.8829999999999814,Navigation,Near,Absolute,Right,flipper,1.0
69,far_right,Left,right,2.0,15.0,9.0,38638936,right,1.0,0.6169999999999902,Navigation,Far,Relative,Right,flipper,1.0
70,near_left,Home,left,3.0,0.0,2.0,38638936,right,0.0,1.301000000000016,Navigation,Near,Absolute,Left,flipper,0.0
71,near_left,Right,right,3.0,1.0,14.0,38638936,right,1.0,1.6019999999999754,Navigation,Near,Relative,Left,flipper,1.0
72,far_right,Away,left,3.0,2.0,5.0,38638936,right,0.0,1.1329999999999814,Navigation,Far,Absolute,Right,flipper,1.0
73,near_right,Left,left,3.0,3.0,11.0,38638936,left,1.0,0.5840000000000032,Navigation,Near,Relative,Right,flipper,1.0
74,far_left,Home,left,3.0,4.0,0.0,38638936,right,0.0,1.0850000000000364,Navigation,Far,Absolute,Left,flipper,1.0
75,near_right,Right,right,3.0,5.0,15.0,38638936,right,1.0,0.983000000000004,Navigation,Near,Relative,Right,flipper,1.0
76,far_left,Right,left,3.0,6.0,12.0,38638936,right,0.0,1.5010000000000332,Navigation,Far,Relative,Left,flipper,0.0
77,far_right,Right,left,3.0,7.0,13.0,38638936,left,1.0,0.6490000000000009,Navigation,Far,Relative,Right,flipper,1.0
78,far_right,Home,right,3.0,8.0,1.0,38638936,right,1.0,1.0010000000000332,Navigation,Far,Absolute,Right,flipper,0.0
79,near_left,Away,right,3.0,9.0,6.0,38638936,right,1.0,0.8009999999999877,Navigation,Near,Absolute,Left,flipper,1.0
80,far_right,Left,right,3.0,10.0,9.0,38638936,right,1.0,0.8670000000000186,Navigation,Far,Relative,Right,flipper,1.0
81,near_right,Away,left,3.0,11.0,7.0,38638936,left,1.0,0.7840000000000487,Navigation,Near,Absolute,Right,flipper,1.0
82,far_left,Left,right,3.0,12.0,8.0,38638936,right,1.0,1.1169999999999618,Navigation,Far,Relative,Left,flipper,1.0
83,far_left,Away,right,3.0,13.0,4.0,38638936,left,0.0,2.051999999999964,Navigation,Far,Absolute,Left,flipper,1.0
84,near_left,Left,left,3.0,14.0,10.0,38638936,left,1.0,0.983000000000004,Navigation,Near,Relative,Left,flipper,1.0
85,near_right,Home,right,3.0,15.0,3.0,38638936,right,1.0,0.5169999999999959,Navigation,Near,Absolute,Right,flipper,1.0
22,far_right,Home,right,0.0,0.0,1.0,3880734,right,1.0,2.1310000000012224,Navigation,Far,Absolute,Right,nonflipper,1.0
23,near_left,Right,right,0.0,1.0,14.0,3880734,right,1.0,1.4160000000010768,Navigation,Near,Relative,Left,nonflipper,1.0
24,far_left,Left,right,0.0,2.0,8.0,3880734,left,0.0,0.7510000000002037,Navigation,Far,Relative,Left,nonflipper,0.0
25,far_right,Left,right,0.0,3.0,9.0,3880734,right,1.0,4.533000000001267,Navigation,Far,Relative,Right,nonflipper,1.0
26,near_left,Away,right,0.0,4.0,6.0,3880734,right,1.0,1.6480000000010475,Navigation,Near,Absolute,Left,nonflipper,1.0
27,far_right,Away,left,0.0,5.0,5.0,3880734,left,1.0,1.59900000000016,Navigation,Far,Absolute,Right,nonflipper,1.0
28,far_left,Right,left,0.0,6.0,12.0,3880734,left,1.0,3.7980000000006835,Navigation,Far,Relative,Left,nonflipper,1.0
29,near_right,Right,right,0.0,7.0,15.0,3880734,right,1.0,12.273999999999432,Navigation,Near,Relative,Right,nonflipper,1.0
30,near_left,Left,left,0.0,8.0,10.0,3880734,left,1.0,1.065000000000509,Navigation,Near,Relative,Left,nonflipper,1.0
31,near_right,Home,right,0.0,9.0,3.0,3880734,right,1.0,0.9979999999995924,Navigation,Near,Absolute,Right,nonflipper,1.0
32,far_left,Home,left,0.0,10.0,0.0,3880734,left,1.0,1.1670000000012806,Navigation,Far,Absolute,Left,nonflipper,1.0
33,near_right,Left,left,0.0,11.0,11.0,3880734,left,1.0,1.1489999999994325,Navigation,Near,Relative,Right,nonflipper,1.0
34,far_right,Right,left,0.0,12.0,13.0,3880734,right,0.0,1.8829999999998108,Navigation,Far,Relative,Right,nonflipper,0.0
35,near_left,Home,left,0.0,13.0,2.0,3880734,left,1.0,0.8670000000001892,Navigation,Near,Absolute,Left,nonflipper,1.0
36,near_right,Away,left,0.0,14.0,7.0,3880734,left,1.0,0.8490000000001601,Navigation,Near,Absolute,Right,nonflipper,1.0
37,far_left,Away,right,0.0,15.0,4.0,3880734,right,1.0,1.1159999999999854,Navigation,Far,Absolute,Left,nonflipper,1.0
38,far_right,Left,right,1.0,0.0,9.0,3880734,right,1.0,2.081000000000131,Navigation,Far,Relative,Right,nonflipper,1.0
39,near_right,Home,right,1.0,1.0,3.0,3880734,right,1.0,0.915999999999258,Navigation,Near,Absolute,Right,nonflipper,1.0
40,far_left,Away,right,1.0,2.0,4.0,3880734,right,1.0,1.4160000000010768,Navigation,Far,Absolute,Left,nonflipper,1.0
41,near_left,Home,left,1.0,3.0,2.0,3880734,left,1.0,0.8490000000001601,Navigation,Near,Absolute,Left,nonflipper,1.0
42,near_left,Left,left,1.0,4.0,10.0,3880734,left,1.0,1.9830000000001744,Navigation,Near,Relative,Left,nonflipper,1.0
43,near_left,Away,right,1.0,5.0,6.0,3880734,right,1.0,0.915999999999258,Navigation,Near,Absolute,Left,nonflipper,1.0
44,far_left,Right,left,1.0,6.0,12.0,3880734,right,0.0,1.75,Navigation,Far,Relative,Left,nonflipper,0.0
45,near_right,Right,right,1.0,7.0,15.0,3880734,right,1.0,0.8989999999994325,Navigation,Near,Relative,Right,nonflipper,1.0
46,near_right,Left,left,1.0,8.0,11.0,3880734,left,1.0,1.0150000000012371,Navigation,Near,Relative,Right,nonflipper,1.0
47,far_right,Right,left,1.0,9.0,13.0,3880734,left,1.0,1.1839999999992872,Navigation,Far,Relative,Right,nonflipper,1.0
48,far_right,Away,left,1.0,10.0,5.0,3880734,left,1.0,1.2659999999996217,Navigation,Far,Absolute,Right,nonflipper,1.0
49,near_right,Away,left,1.0,11.0,7.0,3880734,left,1.0,0.9330000000009022,Navigation,Near,Absolute,Right,nonflipper,1.0
50,near_left,Right,right,1.0,12.0,14.0,3880734,right,1.0,1.0820000000003347,Navigation,Near,Relative,Left,nonflipper,1.0
51,far_left,Home,left,1.0,13.0,0.0,3880734,left,1.0,1.0820000000003347,Navigation,Far,Absolute,Left,nonflipper,1.0
52,far_right,Home,right,1.0,14.0,1.0,3880734,right,1.0,1.315000000000509,Navigation,Far,Absolute,Right,nonflipper,1.0
53,far_left,Left,right,1.0,15.0,8.0,3880734,right,1.0,2.3320000000003347,Navigation,Far,Relative,Left,nonflipper,1.0
54,far_left,Home,left,2.0,0.0,0.0,3880734,left,1.0,2.013999999999214,Navigation,Far,Absolute,Left,nonflipper,1.0
55,near_left,Away,right,2.0,1.0,6.0,3880734,right,1.0,0.9840000000003783,Navigation,Near,Absolute,Left,nonflipper,1.0
56,near_left,Home,left,2.0,2.0,2.0,3880734,left,1.0,0.8169999999990978,Navigation,Near,Absolute,Left,nonflipper,1.0
57,near_left,Right,right,2.0,3.0,14.0,3880734,right,1.0,0.7669999999998254,Navigation,Near,Relative,Left,nonflipper,1.0
58,far_right,Right,left,2.0,4.0,13.0,3880734,left,1.0,1.6329999999998108,Navigation,Far,Relative,Right,nonflipper,1.0
59,near_right,Home,right,2.0,5.0,3.0,3880734,right,1.0,0.863999999999578,Navigation,Near,Absolute,Right,nonflipper,1.0
60,far_right,Away,left,2.0,6.0,5.0,3880734,left,1.0,1.69800000000032,Navigation,Far,Absolute,Right,nonflipper,1.0
61,near_right,Away,left,2.0,7.0,7.0,3880734,left,1.0,0.8999999999996362,Navigation,Near,Absolute,Right,nonflipper,1.0
62,far_right,Home,right,2.0,8.0,1.0,3880734,right,1.0,1.6490000000012517,Navigation,Far,Absolute,Right,nonflipper,1.0
63,far_left,Away,right,2.0,9.0,4.0,3880734,right,1.0,0.9819999999999708,Navigation,Far,Absolute,Left,nonflipper,1.0
64,near_right,Left,left,2.0,10.0,11.0,3880734,left,1.0,0.8989999999994325,Navigation,Near,Relative,Right,nonflipper,1.0
65,far_left,Left,right,2.0,11.0,8.0,3880734,right,1.0,1.3989999999994325,Navigation,Far,Relative,Left,nonflipper,1.0
66,far_left,Right,left,2.0,12.0,12.0,3880734,left,1.0,1.3980000000010475,Navigation,Far,Relative,Left,nonflipper,1.0
67,near_right,Right,right,2.0,13.0,15.0,3880734,right,1.0,0.7150000000001455,Navigation,Near,Relative,Right,nonflipper,1.0
68,far_right,Left,right,2.0,14.0,9.0,3880734,right,1.0,2.463999999999942,Navigation,Far,Relative,Right,nonflipper,1.0
69,near_left,Left,left,2.0,15.0,10.0,3880734,left,1.0,0.949000000000524,Navigation,Near,Relative,Left,nonflipper,1.0
70,near_left,Left,left,3.0,0.0,10.0,3880734,left,1.0,1.0470000000004802,Navigation,Near,Relative,Left,nonflipper,1.0
71,near_right,Right,right,3.0,1.0,15.0,3880734,right,1.0,0.7640000000010332,Navigation,Near,Relative,Right,nonflipper,1.0
72,far_right,Right,left,3.0,2.0,13.0,3880734,left,1.0,0.9660000000003492,Navigation,Far,Relative,Right,nonflipper,1.0
73,near_right,Home,right,3.0,3.0,3.0,3880734,right,1.0,0.7489999999997963,Navigation,Near,Absolute,Right,nonflipper,1.0
74,far_left,Home,left,3.0,4.0,0.0,3880734,left,1.0,0.9660000000003492,Navigation,Far,Absolute,Left,nonflipper,1.0
75,near_left,Away,right,3.0,5.0,6.0,3880734,right,1.0,0.8179999999993015,Navigation,Near,Absolute,Left,nonflipper,1.0
76,far_right,Left,right,3.0,6.0,9.0,3880734,right,1.0,1.337000000001353,Navigation,Far,Relative,Right,nonflipper,1.0
77,far_right,Home,right,3.0,7.0,1.0,3880734,right,1.0,0.9819999999999708,Navigation,Far,Absolute,Right,nonflipper,1.0
78,near_left,Right,right,3.0,8.0,14.0,3880734,right,1.0,0.782999999999447,Navigation,Near,Relative,Left,nonflipper,1.0
79,far_left,Away,right,3.0,9.0,4.0,3880734,right,1.0,1.1490000000012517,Navigation,Far,Absolute,Left,nonflipper,1.0
80,far_left,Right,left,3.0,10.0,12.0,3880734,left,1.0,2.215000000000145,Navigation,Far,Relative,Left,nonflipper,1.0
81,far_left,Left,right,3.0,11.0,8.0,3880734,right,1.0,1.1159999999999854,Navigation,Far,Relative,Left,nonflipper,1.0
82,near_right,Away,left,3.0,12.0,7.0,3880734,left,1.0,0.7510000000002037,Navigation,Near,Absolute,Right,nonflipper,1.0
83,near_left,Home,left,3.0,13.0,2.0,3880734,left,1.0,0.8670000000001892,Navigation,Near,Absolute,Left,nonflipper,1.0
84,near_right,Left,left,3.0,14.0,11.0,3880734,left,1.0,1.4670000000005532,Navigation,Near,Relative,Right,nonflipper,1.0
85,far_right,Away,left,3.0,15.0,5.0,3880734,left,1.0,1.7489999999997965,Navigation,Far,Absolute,Right,nonflipper,1.0
22,far_right,Away,left,0.0,0.0,5.0,40119543,left,1.0,1.6129999999999995,Navigation,Far,Absolute,Right,nonflipper,1.0
